Muestras,Insertar0,InsertarM,Insertar1,Buscar0,BuscarM,Buscar1,Eliminar0,EliminarM,Eliminar1,Ordenar0,OrdenarM,Ordenar1
33550,0.0004,0.0008,0.0003,0.5091,0.4088,0.1961,0.3877,0.4516,0.5133,1.0992,1.088,1.0768
33600,0.0005,0.0008,0.0003,0.6023,0.4908,0.1938,0.4043,0.6081,0.6037,1.0779,1.1522,1.2265
33650,0.0005,0.0006,0.0003,0.5698,0.4486,0.4343,0.5705,0.464,0.5258,1.0969,1.09355,1.0902
33700,0.0005,0.0006,0.0003,0.5653,0.4438,0.1946,0.386,0.4781,0.5521,1.1024,1.10385,1.1053
33750,0.0005,0.0007,0.0003,0.6186,0.5378,0.1949,0.3844,0.6151,0.6192,1.0919,1.0936,1.0953
33800,0.0005,0.0013,0.0003,0.5494,0.4285,0.2332,0.4166,0.4913,0.5811,1.0976,1.09505,1.0925
33850,0.0006,0.0005,0.0003,1.3507,0.7675,0.4835,0.4634,0.4614,0.5231,1.1105,1.10135,1.0922
33900,0.0004,0.0005,0.0003,0.5263,0.5834,0.2702,0.3651,0.4441,0.5604,1.0872,1.0918,1.0964
33950,0.0004,0.0007,0.0003,0.6185,0.6713,0.6834,1.092,0.5762,0.5341,1.1965,1.14645,1.0964
34000,0.0005,0.0008,0.0003,0.5193,0.4093,0.1831,0.3927,0.475,0.6187,1.0925,1.0943,1.0961
34050,0.0006,0.0009,0.0003,0.4979,0.4026,0.1801,0.4523,0.4927,0.5232,1.093,1.0983,1.1036
34100,0.0006,0.0004,0.0003,0.5455,0.5067,0.2047,0.4085,0.4533,0.551,1.1469,1.0955,1.0441
34150,0.0006,0.0006,0.0003,0.6344,0.8331,0.4165,0.4735,0.4608,0.5315,1.0994,1.12965,1.1599
34200,0.0006,0.0005,0.0003,0.6819,0.5815,0.4369,0.3997,0.45,0.5167,1.199,1.1401,1.0812
34250,0.0004,0.0006,0.0003,0.5447,0.5461,0.4243,0.4091,0.5503,0.6737,1.2661,1.1985,1.1309
34300,0.0005,0.0013,0.0003,0.7873,0.7081,0.6337,0.4206,0.4896,0.4937,1.1261,1.09775,1.0694
34350,0.0005,0.0004,0.0003,0.5832,0.4356,0.1812,0.3804,0.6054,0.9353,1.0705,1.10685,1.1432
34400,0.0009,0.0011,0.0005,1.3302,0.722,0.4446,0.4612,0.4691,0.587,1.1006,1.0996,1.0986
34450,0.0006,0.0008,0.0003,0.5126,0.4104,0.2213,0.5418,0.5906,0.5183,1.0789,1.12255,1.1662
34500,0.0005,0.0009,0.0004,0.9577,0.5936,0.5233,0.5215,0.4683,0.5784,1.181,1.14285,1.1047
34550,0.0005,0.0004,0.0003,0.5259,0.448,0.3457,0.4148,0.5331,0.5541,1.1163,1.11745,1.1186
34600,0.0005,0.0012,0.0003,0.5865,0.4678,0.2256,0.3804,0.4851,0.5538,1.1523,1.28705,1.4218
34650,0.0006,0.0004,0.0003,0.5614,0.9357,0.5652,1.015,0.509,0.6353,1.2355,1.1594,1.0833
34700,0.0004,0.0008,0.0003,0.6424,0.592,0.2113,0.398,0.5493,0.6714,1.1489,1.1463,1.1437
34750,0.0006,0.0006,0.0003,0.5321,0.805,0.5682,0.4346,0.497,0.5832,1.1306,1.12485,1.1191
34800,0.0006,0.0007,0.0004,0.6293,0.624,0.2505,0.4431,0.51,0.7054,1.1598,1.16945,1.1791
34850,0.0005,0.0004,0.0003,0.7211,0.8984,0.6705,1.1094,0.7073,0.6744,1.2142,1.16895,1.1237
34900,0.0004,0.0008,0.0003,0.6826,0.8075,0.6046,0.4353,0.5116,0.6114,1.2994,1.3517,1.404
34950,0.0007,0.0011,0.0003,0.517,0.4484,0.2263,0.3955,0.4609,0.5659,1.1666,1.15285,1.1391
35000,0.0006,0.0004,0.0003,0.5841,0.5411,0.4885,1.0141,1.0697,0.6197,1.2933,1.2165,1.1397
35050,0.0008,0.001,0.0003,0.5787,0.4632,0.2027,0.3977,0.4673,0.5427,1.1493,1.1381,1.1269
35100,0.0004,0.001,0.0004,0.7383,0.6007,0.5281,0.7031,0.5031,0.5598,1.1449,1.1572,1.1695
35150,0.0007,0.0004,0.0003,0.525,0.4206,0.1897,0.4067,0.4679,0.5729,1.5003,1.3239,1.1475
35200,0.0005,0.0004,0.0003,0.509,0.4169,0.2112,0.4151,0.4746,0.5471,1.3856,1.2664,1.1472
35250,0.0005,0.0008,0.0003,1.0326,0.552,0.4067,0.5466,0.6971,0.5513,1.1464,1.1506,1.1548
35300,0.0004,0.0009,0.0003,0.7986,0.6274,0.4056,0.4044,0.5042,0.6006,1.1456,1.17155,1.1975
35350,0.0005,0.0007,0.0004,0.5696,0.5487,0.2286,0.3996,0.484,0.5762,1.1629,1.2798,1.3967
35400,0.0006,0.0008,0.0004,0.6049,0.732,0.5646,0.8155,0.6374,0.6573,1.2615,1.22095,1.1804
35450,0.0007,0.0003,0.0003,0.6509,0.7163,0.3582,0.4664,0.7468,0.5994,1.3946,1.2807,1.1668
35500,0.0005,0.0006,0.0002,0.6428,0.6449,0.3321,0.562,0.6559,0.7592,1.1713,1.18865,1.206
35550,0.0005,0.0008,0.0003,0.6126,0.5894,0.2283,0.4097,0.5649,0.669,1.1568,1.15895,1.1611
35600,0.0004,0.0011,0.0003,0.842,0.5896,0.4005,0.4191,0.5053,0.5887,1.1559,1.16495,1.174
35650,0.0005,0.001,0.0003,0.584,0.4866,0.2114,0.6191,0.6164,0.5523,1.1602,1.1586,1.157
35700,0.0005,0.0003,0.0003,0.5667,0.6383,0.2834,0.4846,0.517,0.5659,1.16,1.1712,1.1824
35750,0.0006,0.0008,0.0003,0.5548,0.4618,0.1946,0.4398,0.5103,0.5754,1.1989,1.1909,1.1829
35800,0.0005,0.0008,0.0003,0.5385,0.4551,0.2319,0.4298,0.4871,0.5551,1.2144,1.20065,1.1869
35850,0.0006,0.0009,0.0003,0.7252,0.5154,0.295,0.6207,0.7812,0.931,1.1938,1.2064,1.219
35900,0.0006,0.0016,0.0004,0.7034,0.511,0.2379,0.4171,0.4794,0.461,1.2113,1.19925,1.1872
35950,0.0005,0.0011,0.0003,0.6159,0.5196,0.4118,0.501,0.4934,0.6042,1.1874,1.18075,1.1741
36000,0.0006,0.0006,0.0003,0.5609,0.6165,0.6909,1.8888,1.0194,1.2519,1.1675,1.173,1.1785
36050,0.0005,0.0005,0.0003,0.6624,0.8244,0.5948,0.6129,0.5251,0.6412,1.1823,1.2132,1.2441
36100,0.0007,0.0008,0.0004,0.6981,0.5931,0.4958,0.7784,0.5634,0.6003,1.3972,1.3753,1.3534
36150,0.0008,0.0009,0.0003,0.5976,0.5165,0.5714,1.4395,1.0111,0.6225,1.24,1.20875,1.1775
36200,0.0005,0.0007,0.0003,0.6066,0.6684,0.44,0.4321,0.6135,0.6854,1.3402,1.29925,1.2583
36250,0.0005,0.0021,0.0004,1.1737,0.754,0.4894,0.4666,0.5495,0.5998,1.2473,1.22425,1.2012
36300,0.001,0.0014,0.0003,0.6287,0.5115,0.4103,1.5452,0.6554,0.7169,1.3548,1.3222,1.2896
36350,0.0004,0.0008,0.0003,0.7668,0.8478,0.5759,0.4873,0.4944,0.5738,1.1929,1.52545,1.858
36400,0.0007,0.0011,0.0005,0.6251,0.5069,0.4068,0.4337,0.4832,0.5575,1.2548,1.2222,1.1896
36450,0.0005,0.0007,0.0006,0.6933,0.7194,0.6553,1.5133,0.7783,0.5576,1.1902,1.18895,1.1877
36500,0.0005,0.0012,0.0006,0.6488,0.534,0.3218,0.4231,0.4735,0.541,1.2025,1.1963,1.1901
36550,0.0005,0.001,0.0003,0.8303,0.6514,0.5688,1.0198,0.577,0.5739,1.2684,1.23295,1.1975
36600,0.0005,0.0008,0.0005,0.6962,0.5865,0.4563,0.5499,0.5728,1.1214,1.2655,1.24735,1.2292
36650,0.001,0.0009,0.0003,0.6077,0.7617,0.3827,0.4499,0.4652,0.5868,1.1995,1.34245,1.4854
36700,0.0009,0.0012,0.0003,0.6429,0.5263,0.2011,0.4265,0.6289,0.8801,1.2188,1.3295,1.4402
36750,0.0006,0.0014,0.0003,0.5897,0.4829,0.2067,0.5062,0.5611,0.9204,1.2615,1.24025,1.219
36800,0.001,0.0011,0.0003,0.5915,0.489,0.2807,0.4251,0.4955,0.5806,1.2072,1.2057,1.2042
36850,0.0005,0.0012,0.0003,0.5462,0.4829,0.2417,0.4188,0.4906,0.5741,1.2517,1.27195,1.2922
36900,0.0005,0.0015,0.0005,1.0463,0.8394,0.494,0.4614,0.5659,1.5645,1.2424,1.238,1.2336
36950,0.0006,0.0005,0.0003,0.5878,0.4606,0.3623,0.4287,0.5163,1.0604,1.2269,1.22665,1.2264
37000,0.0006,0.0006,0.0003,0.7183,0.823,0.7883,0.8672,0.5764,0.5797,1.239,1.2486,1.2582
37050,0.0005,0.0008,0.0003,0.6109,0.7489,0.4434,0.4574,0.5162,0.6484,1.4755,1.4083,1.3411
37100,0.0006,0.0004,0.0003,0.6841,0.8593,0.6585,0.9661,1.7266,1.3736,1.2171,1.2251,1.2331
37150,0.0005,0.0006,0.0003,0.6142,0.5755,0.4614,0.5549,0.4993,0.5679,1.2298,1.22895,1.2281
37200,0.0008,0.0011,0.0003,0.555,0.5612,0.2266,0.4422,0.5228,0.6011,1.2422,1.2375,1.2328
37250,0.0005,0.0005,0.0003,0.4966,0.4976,0.2278,0.4241,0.513,0.6057,1.2175,1.26575,1.314
37300,0.0005,0.0003,0.0003,0.7096,0.753,0.5274,0.4962,0.4947,0.613,1.1808,1.2814,1.382
37350,0.0005,0.0009,0.0003,0.8406,0.6345,0.4272,0.4898,0.5226,0.7107,1.1867,1.4345,1.6823
37400,0.0008,0.0005,0.0003,0.87,0.6837,0.2606,0.5349,0.5679,0.6038,1.3461,1.30385,1.2616
37450,0.0005,0.0008,0.0003,0.589,1.4932,0.6978,0.7927,0.6833,0.6294,1.1847,1.1839,1.1831
37500,0.0005,0.0011,0.0003,1.0999,1.081,0.6808,1.3435,0.7079,0.5935,1.2502,1.25135,1.2525
37550,0.0005,0.0005,0.0003,0.6181,0.5306,0.199,0.4186,0.6425,1.3551,1.3862,1.33145,1.2767
37600,0.0006,0.0185,0.0004,0.6012,0.5295,0.4908,0.6326,0.5478,0.5987,1.4264,1.39585,1.3653
37650,0.0008,0.0015,0.0004,0.7128,0.6779,0.3889,0.5709,0.5159,0.5888,1.2982,1.3072,1.3162
37700,0.0007,0.0007,0.0003,0.5244,0.5082,0.1997,0.4528,0.4948,0.567,1.2406,1.25075,1.2609
37750,0.0005,0.0009,0.0003,0.869,0.4785,0.2582,0.4415,0.4955,0.6689,1.6132,1.45165,1.2901
37800,0.0006,0.0009,0.0002,0.5745,0.4923,0.5577,1.542,0.6891,0.6412,1.2495,1.2418,1.2341
37850,0.0005,0.0007,0.0003,0.5581,0.4974,0.2034,0.4242,0.493,0.5824,1.2324,1.2635,1.2946
37900,0.0005,0.0014,0.0003,0.7202,0.9689,0.5292,0.6478,0.5043,0.5727,1.2658,1.27605,1.2863
37950,0.0005,0.0003,0.0003,0.5759,0.5222,0.343,0.5892,0.6914,0.8431,1.2612,1.27455,1.2879
38000,0.0005,0.0017,0.0004,0.9427,0.7047,0.5487,0.8341,0.7859,0.6202,1.2036,1.42115,1.6387
38050,0.0005,0.0011,0.0003,0.722,0.5288,0.2594,0.5609,0.4801,0.6465,1.2504,1.2555,1.2606
38100,0.0004,0.0006,0.0003,0.7643,0.6072,0.4673,0.418,0.487,0.5929,1.2838,1.31895,1.3541
38150,0.0005,0.0006,0.0003,0.7177,0.6346,0.4567,0.4563,0.5527,0.8729,1.2687,1.27265,1.2766
38200,0.0005,0.0008,0.0003,0.7722,0.6655,0.3284,0.4148,0.5008,0.5483,1.2864,1.30015,1.3139
38250,0.0006,0.0003,0.0002,0.5536,0.4427,0.2002,0.4612,0.5868,0.6703,1.2782,1.2858,1.2934
38300,0.0004,0.0009,0.0003,1.4681,1.0901,0.7196,0.7081,0.5281,0.9345,1.2759,1.29535,1.3148
38350,0.0007,0.0009,0.0004,0.6183,0.6495,0.4373,0.5248,0.5624,0.6356,1.2757,1.27735,1.279
38400,0.0006,0.0005,0.0003,0.7022,0.7285,0.3336,0.5718,0.648,0.6312,1.2844,1.2986,1.3128
38450,0.0004,0.0006,0.0003,0.5324,0.4992,0.2754,0.4745,0.4997,0.5786,1.2807,1.40245,1.5242
38500,0.0008,0.0008,0.0003,1.0273,0.7657,0.7422,0.925,0.6299,0.801,1.2813,1.30705,1.3328
38550,0.0005,0.0015,0.0003,0.6858,0.4988,0.3716,1.1763,0.6328,0.8057,1.3583,1.3419,1.3255
38600,0.0005,0.0012,0.0003,0.6973,0.7578,0.4449,0.4997,0.5152,0.5853,1.3255,1.40795,1.4904
38650,0.0005,0.0009,0.0004,0.6281,0.492,0.2935,0.486,0.5214,0.864,1.3024,1.30565,1.3089
38700,0.0007,0.0006,0.0002,0.7431,0.9437,0.675,1.7504,0.8573,0.6564,1.3151,1.43975,1.5644
38750,0.0009,0.0007,0.0003,0.7297,0.5724,0.2601,0.4512,0.5613,0.6289,1.2941,1.31325,1.3324
38800,0.0005,0.0014,0.0003,0.7625,0.5647,0.4381,0.4497,0.5299,0.6166,1.2974,1.30725,1.3171
38850,0.0005,0.0009,0.0003,0.6801,0.611,0.3836,0.4521,0.6035,0.5688,1.2966,1.297,1.2974
38900,0.0005,0.0004,0.0003,0.631,0.5012,0.2099,0.4683,0.5053,0.62,1.5719,1.5276,1.4833
38950,0.0006,0.001,0.0003,0.8607,0.7911,0.5947,0.5672,0.5134,0.6076,1.3238,1.3769,1.43
39000,0.0006,0.0003,0.0003,0.6211,0.6378,0.5476,0.545,0.5307,0.6056,1.2756,1.3674,1.4592
39050,0.0006,0.0009,0.0003,0.7681,0.5794,0.4366,0.4508,0.545,0.9618,1.3143,1.3137,1.3131
39100,0.0005,0.0014,0.0005,0.6758,0.6019,0.2368,0.5057,0.6018,0.6615,1.3726,1.34395,1.3153
39150,0.0005,0.0014,0.0003,0.5907,0.5304,0.23,0.4453,0.5298,0.6157,1.3207,1.36045,1.4002
39200,0.0005,0.001,0.0003,1.423,0.7013,0.5337,0.6163,0.5993,0.7013,1.3243,1.33715,1.35
39250,0.0005,0.0003,0.0003,0.8186,0.5696,0.5082,0.5809,0.5161,0.6025,1.2903,1.35065,1.411
39300,0.0005,0.0004,0.0004,0.9623,0.8831,0.5139,0.7652,0.7257,0.6986,1.5738,1.6116,1.6494
39350,0.0007,0.0009,0.0003,0.5628,0.5206,0.4323,0.4666,0.4997,0.6099,1.5256,1.4274,1.3292
39400,0.0004,0.0005,0.0003,0.6362,0.5161,0.2278,0.4435,0.5118,1.1096,1.3519,1.353,1.3541
39450,0.0006,0.0011,0.0003,0.6552,0.5766,0.2919,0.4903,0.5349,0.6207,1.3399,1.6008,1.8617
39500,0.0008,0.0011,0.0003,1.0528,0.7252,0.4822,0.5092,0.7052,0.9795,1.4045,1.39045,1.3764
39550,0.0006,0.001,0.0003,0.7567,0.7616,0.7269,1.5389,0.715,0.5981,1.364,1.35205,1.3401
39600,0.0005,0.0009,0.0003,0.6849,0.5225,0.4214,0.4579,0.5758,0.6781,1.3405,1.34705,1.3536
39650,0.0007,0.0013,0.0006,1.0819,0.8954,0.705,1.453,1.1803,0.6389,1.3399,1.4796,1.6193
39700,0.0005,0.0004,0.0003,0.6553,0.7909,0.4998,0.5051,0.686,1.2728,1.4683,1.4108,1.3533
39750,0.0007,0.0009,0.0003,0.8941,0.9344,0.5716,1.0413,0.602,0.648,1.3444,1.3452,1.346
39800,0.0007,0.0004,0.0003,0.5843,0.6427,0.3714,0.5555,0.666,2.8286,1.3603,1.3489,1.3375
39850,0.0005,0.0008,0.0003,0.6388,0.5039,0.2354,0.6664,0.7211,0.6251,1.3568,1.3488,1.3408
39900,0.0006,0.0004,0.0003,0.7039,0.8742,0.8891,0.9768,0.5716,2.3332,1.3917,1.3711,1.3505
39950,0.0006,0.001,0.0003,0.7783,1.1353,0.7488,1.2637,0.5757,0.6187,1.5323,1.44545,1.3586
40000,0.0004,0.0005,0.0002,0.6987,0.6053,0.4629,0.9316,1.6787,0.9229,1.3832,1.3885,1.3938
40050,0.0005,0.0008,0.0003,0.6178,0.5766,0.5095,0.6668,0.5363,0.6708,1.4438,1.4144,1.385
40100,0.0005,0.0008,0.0003,0.703,0.6202,0.4651,0.5604,0.5697,0.7493,1.3817,1.37305,1.3644
40150,0.0006,0.0014,0.0005,1.1747,1.2986,0.5952,0.7609,0.5408,0.6179,1.3692,1.47595,1.5827
40200,0.0005,0.0005,0.0003,0.6348,0.5614,0.2357,0.4814,0.5382,0.6726,1.3649,1.4139,1.4629
40250,0.0005,0.0005,0.0002,0.6104,1.7511,1.1381,1.8033,0.5966,0.5784,1.2978,1.31605,1.3343
40300,0.0004,0.0008,0.0004,0.7438,0.6104,0.4671,0.4835,0.5292,0.7285,1.3725,1.3682,1.3639
40350,0.0007,0.0004,0.0003,0.8716,1.6937,0.7473,1.0324,0.6393,0.8087,1.3031,1.4387,1.5743
40400,0.0005,0.0003,0.0003,0.5664,0.4584,0.306,0.5104,0.5047,0.5772,1.5017,1.4409,1.3801
40450,0.0005,0.0004,0.0003,0.6879,0.6736,0.2513,0.4472,0.518,0.5996,1.368,1.3484,1.3288
40500,0.0004,0.0004,0.0004,0.597,0.6816,0.2522,0.4457,0.5433,0.6427,1.5086,1.43915,1.3697
40550,0.0005,0.0004,0.0003,0.5707,0.5802,0.4852,0.6927,0.6929,0.6655,1.3386,1.36355,1.3885
40600,0.0004,0.0008,0.0004,0.6379,0.6891,0.571,0.5209,0.5571,0.6547,1.4934,1.4218,1.3502
40650,0.0005,0.0004,0.0003,0.6074,0.6242,0.2524,0.4591,0.556,0.6616,1.4212,1.3989,1.3766
40700,0.0005,0.0003,0.0003,0.7384,0.6161,0.4173,0.6658,0.644,0.6533,1.4427,1.56495,1.6872
40750,0.0005,0.0009,0.0003,0.614,0.6124,0.4289,0.6366,0.54,0.622,1.3828,1.4004,1.418
40800,0.0007,0.0005,0.0003,0.6275,0.5271,0.3352,0.4565,0.5827,0.6502,1.3819,1.38435,1.3868
40850,0.0006,0.0012,0.0003,0.7087,0.6679,0.538,0.9435,0.7334,0.7114,1.6505,1.611,1.5715
40900,0.0005,0.0004,0.0003,0.7306,1.8261,0.7414,1.2946,0.6974,0.7723,1.3842,1.4301,1.476
40950,0.0005,0.0007,0.0003,0.7691,0.6056,0.4912,0.5572,0.5486,0.6539,1.4259,1.4465,1.4671
41000,0.0005,0.0008,0.0003,0.6393,0.5209,0.2375,0.4577,0.5311,0.6345,1.3582,1.5423,1.7264
41050,0.0007,0.0004,0.0003,0.5949,0.638,0.5248,0.5315,0.5653,0.6657,1.4356,1.39775,1.3599
41100,0.0005,0.0004,0.0003,0.7614,0.6809,0.4576,0.6041,0.5981,0.6488,1.4052,1.40285,1.4005
41150,0.0004,0.0009,0.0003,0.7839,0.6666,0.6024,0.6559,0.6274,0.6825,1.4847,1.4456,1.4065
41200,0.0005,0.0008,0.0004,0.6945,0.6837,0.5433,0.7968,0.5846,0.6314,1.4056,1.4663,1.527
41250,0.0006,0.001,0.0003,0.6848,0.6422,0.567,1.4718,0.7968,0.6234,1.436,1.43645,1.4369
41300,0.0005,0.0003,0.0003,0.6722,1.2758,0.706,1.1929,0.9179,0.681,1.4653,1.43325,1.4012
41350,0.0004,0.0005,0.0003,0.5276,0.4421,0.2072,0.5244,0.5244,0.6483,1.5959,1.49285,1.3898
41400,0.0005,0.0003,0.0003,0.7719,0.8397,0.6452,0.6805,0.5703,0.8032,1.4703,1.4353,1.4003
41450,0.0005,0.0006,0.0003,0.5587,0.4578,0.2096,0.4407,0.7417,0.7641,1.3603,1.3784,1.3965
41500,0.0005,0.0009,0.0003,0.832,0.6742,0.4387,0.4761,0.5981,0.612,1.47,1.4818,1.4936
41550,0.0005,0.0008,0.0003,0.6486,0.5883,0.2563,0.462,0.5957,0.6665,1.4358,1.4552,1.4746
41600,0.0004,0.0006,0.0004,0.5652,0.4805,0.2278,0.5079,0.6352,0.6201,1.4437,1.445,1.4463
41650,0.0005,0.0007,0.0003,0.6853,0.672,0.4054,0.8306,0.5933,0.6911,1.4439,1.4455,1.4471
41700,0.0006,0.0007,0.0003,0.7032,0.6051,0.4385,0.478,0.5643,0.9261,1.4456,1.5992,1.7528
41750,0.0005,0.0005,0.0002,0.6001,0.5838,0.2288,0.4619,0.5402,0.6656,1.4698,1.44605,1.4223
41800,0.0006,0.0006,0.0004,0.7886,0.6136,0.4561,0.5142,0.5671,0.6895,1.4447,1.45705,1.4694
41850,0.0005,0.0016,0.0004,0.7351,0.6013,0.2239,0.4639,0.7269,0.6614,1.4191,1.45085,1.4826
41900,0.0005,0.0005,0.0002,0.5405,0.4977,0.3478,0.514,0.5452,0.6292,1.4605,1.45655,1.4526
41950,0.0004,0.0009,0.0004,0.6774,0.4994,0.2149,0.5045,0.542,0.6756,1.4818,1.45045,1.4191
42000,0.0004,0.0003,0.0003,0.6353,0.5102,0.2188,0.5077,0.6227,0.6407,1.418,1.43695,1.4559
42050,0.0005,0.0008,0.0002,0.7077,0.6343,0.4853,0.528,0.6259,0.7514,1.464,1.4643,1.4646
42100,0.0006,0.0009,0.0003,0.7207,0.5379,0.2415,0.4698,0.5494,0.752,1.7785,1.6035,1.4285
42150,0.0006,0.0004,0.0003,0.6796,0.6869,0.5432,0.7278,0.5667,0.6546,1.7022,1.6164,1.5306
42200,0.0005,0.0007,0.0003,0.7186,0.6654,0.4817,0.5441,0.5541,0.8057,1.4706,1.47635,1.4821
42250,0.0006,0.0004,0.0003,0.6284,0.5425,0.2688,0.4555,0.5337,0.615,1.4247,1.4426,1.4605
42300,0.0008,0.0004,0.0003,0.6406,0.5626,0.2192,0.4791,0.5605,0.6588,1.3994,1.41795,1.4365
42350,0.0004,0.0004,0.0003,0.5398,0.485,0.3284,0.479,0.8148,0.8296,1.4692,1.46745,1.4657
42400,0.0005,0.0008,0.0003,0.6664,0.5755,0.4064,0.6265,0.6011,0.664,1.5839,1.58415,1.5844
42450,0.0005,0.0004,0.0003,0.679,0.5176,0.219,0.4583,0.5777,0.6569,1.8002,1.6338,1.4674
42500,0.0006,0.0005,0.0003,0.6559,0.7349,0.4435,0.5636,0.6089,0.7009,1.48,1.4917,1.5034
42550,0.0008,0.001,0.0003,0.7934,0.6732,0.5228,0.4919,0.55,0.8631,1.5242,1.4956,1.467
42600,0.0005,0.0006,0.0003,1.0318,0.8688,0.6394,0.6719,0.6495,0.6273,1.4008,1.4528,1.5048
42650,0.0004,0.0008,0.0002,0.6307,0.599,0.4913,0.5332,0.5613,0.663,1.473,1.4718,1.4706
42700,0.0005,0.0016,0.0003,0.8583,0.5493,0.226,0.4734,0.5614,0.6853,1.4978,1.46655,1.4353
42750,0.0005,0.0007,0.0003,0.6129,0.5781,0.3141,0.5113,0.5531,0.7429,1.4737,1.49065,1.5076
42800,0.0005,0.0004,0.0003,1.003,0.7306,0.4672,0.4993,0.5788,0.6706,1.4452,1.48885,1.5325
42850,0.0004,0.0004,0.0003,0.6316,0.538,0.2735,0.5382,0.5709,0.6601,1.4744,1.4738,1.4732
42900,0.0006,0.0003,0.0003,0.5374,0.4827,0.2173,0.4678,0.547,1.1515,1.4831,1.4795,1.4759
42950,0.0008,0.0007,0.0004,0.6923,0.5249,0.2241,0.4652,0.5456,0.926,1.8279,1.8345,1.8411
43000,0.0008,0.0008,0.0004,1.8581,0.8505,0.7341,0.6011,0.6244,0.6842,1.4768,1.51025,1.5437
43050,0.001,0.0005,0.0003,0.6481,0.4952,0.2209,0.46,0.5428,0.6232,1.4825,1.44685,1.4112
43100,0.0006,0.0002,0.0004,0.6603,0.535,0.2507,0.4942,0.5749,0.6678,1.4835,1.46425,1.445
43150,0.0004,0.0008,0.0003,0.8721,0.5524,0.234,0.4776,0.5955,0.6706,1.4893,1.4891,1.4889
43200,0.0005,0.0006,0.0003,0.6956,0.8505,1.3071,1.5656,0.5865,0.8385,1.5153,1.6021,1.6889
43250,0.0005,0.0009,0.0003,0.6754,0.6104,0.2565,0.4827,0.6408,0.8224,1.5054,1.50345,1.5015
43300,0.0004,0.0007,0.0003,0.9732,0.5471,0.4596,0.5036,0.5742,0.6615,1.522,1.49945,1.4769
43350,0.0005,0.0011,0.0003,0.6686,0.64,0.3554,0.6466,0.6941,0.7823,1.5124,1.5775,1.6426
43400,0.0008,0.0009,0.0005,0.7922,0.8699,0.6477,1.9008,1.8423,1.8634,1.5098,1.5104,1.511
43450,0.0006,0.0006,0.0003,0.939,0.7151,0.5431,0.6809,0.5962,0.6391,1.58,1.57475,1.5695
43500,0.0006,0.0004,0.0003,0.6641,0.5682,0.234,0.4677,0.761,1.081,1.5155,1.51265,1.5098
43550,0.0005,0.0007,0.0003,0.982,0.6723,0.5035,0.5113,0.5829,0.6833,1.5173,1.5261,1.5349
43600,0.0005,0.0006,0.0003,0.6326,0.5655,0.2482,0.5082,0.5838,0.674,1.556,1.5385,1.521
43650,0.0005,0.0011,0.0003,0.8805,0.8545,0.8136,1.736,0.876,0.7126,1.6636,1.593,1.5224
43700,0.0006,0.0005,0.0003,0.7349,0.5499,0.2632,0.5686,1.0077,2.8244,1.4446,1.4888,1.533
43750,0.0004,0.0009,0.0002,0.6708,0.5528,0.2205,0.5206,0.5624,0.7024,1.8831,1.86105,1.839
43800,0.0007,0.0006,0.0003,0.8669,0.8709,0.643,1.0942,0.868,0.8794,1.5248,1.53275,1.5407
43850,0.0005,0.0004,0.0003,0.6621,0.6645,0.3286,0.5433,0.6423,0.7417,1.6175,1.71375,1.81
43900,0.0006,0.0011,0.0011,1.2315,1.0844,0.6066,0.798,0.6063,0.6974,1.7308,1.6341,1.5374
43950,0.0006,0.0004,0.0003,0.6621,0.6502,0.2948,0.5296,0.6302,0.7419,1.4908,1.4907,1.4906
44000,0.0005,0.0005,0.0003,0.6337,0.6295,0.3319,0.5,0.7137,0.7124,1.6642,1.66955,1.6749
44050,0.0005,0.0012,0.0003,0.6501,0.8789,0.364,0.5007,0.5652,0.6535,1.5808,1.5347,1.4886
44100,0.0005,0.0007,0.0003,0.6635,0.691,0.2423,0.486,0.5691,0.657,1.5664,1.52945,1.4925
44150,0.0004,0.0006,0.0003,0.6183,0.5016,0.3041,0.5122,0.5699,0.6585,1.6056,1.54815,1.4907
44200,0.0004,0.001,0.0003,0.7186,0.5935,0.4725,0.5147,0.5934,0.6641,1.5408,1.5801,1.6194
44250,0.0006,0.0004,0.0003,0.665,0.5404,0.408,0.7008,0.7724,0.9097,1.5402,1.5371,1.534
44300,0.0005,0.0012,0.0003,0.8077,0.565,0.2797,0.5208,0.6062,0.7921,1.5623,1.5501,1.5379
44350,0.0005,0.0008,0.0003,0.6291,0.5697,0.2446,0.4911,0.6068,0.6773,1.5127,1.57415,1.6356
44400,0.0004,0.0003,0.0004,0.6985,0.6553,0.2617,0.5049,0.6947,0.6783,1.5511,1.5617,1.5723
44450,0.0005,0.0008,0.0003,0.6757,0.585,0.4555,0.5056,0.5791,0.6668,1.5644,1.56335,1.5623
44500,0.0005,0.0004,0.0005,0.691,0.534,0.2388,0.562,0.9772,0.7266,1.5468,1.63135,1.7159
44550,0.0006,0.0008,0.0004,0.7678,0.6006,0.4863,0.5775,0.6629,0.7215,1.5524,1.53505,1.5177
44600,0.0005,0.0004,0.0004,0.8434,1.0186,0.6517,0.7269,0.6066,0.6973,1.554,1.58005,1.6061
44650,0.0005,0.0011,0.0004,0.9736,0.8579,0.8187,1.7907,0.7181,0.6603,1.5138,1.57655,1.6393
44700,0.0005,0.0014,0.0003,1.0305,0.7953,0.4968,0.6598,0.6984,0.8401,1.6312,1.64255,1.6539
